   37  0.169E+01  0.17151E-01  0.875E+00 -0.57274E+00 -0.00000E+00  0.164E+00
   38  0.174E+01  0.15580E-01  0.891E+00 -0.56017E+00 -0.00000E+00  0.163E+00
   39  0.179E+01  0.14101E-01  0.905E+00 -0.54787E+00 -0.00000E+00  0.161E+00
   40  0.184E+01  0.12709E-01  0.918E+00 -0.53584E+00 -0.00000E+00  0.158E+00
   41  0.189E+01  0.11399E-01  0.930E+00 -0.52409E+00 -0.00000E+00  0.154E+00
   42  0.194E+01  0.10168E-01  0.941E+00 -0.51262E+00 -0.00000E+00  0.151E+00
   43  0.199E+01  0.90150E-02  0.951E+00 -0.50145E+00 -0.00000E+00  0.147E+00
   44  0.203E+01  0.79382E-02  0.960E+00 -0.49058E+00 -0.00000E+00  0.143E+00
   45  0.208E+01  0.69361E-02  0.967E+00 -0.48000E+00 -0.00000E+00  0.140E+00
   46  0.213E+01  0.60073E-02  0.974E+00 -0.46973E+00 -0.00000E+00  0.136E+00
   47  0.218E+01  0.51502E-02  0.980E+00 -0.45976E+00 -0.00000E+00  0.133E+00
   48  0.223E+01  0.43633E-02  0.984E+00 -0.45010E+00 -0.00000E+00  0.130E+00
   49  0.228E+01  0.36449E-02  0.988E+00 -0.44074E+00 -0.00000E+00  0.127E+00
   50  0.232E+01  0.29933E-02  0.992E+00 -0.43167E+00 -0.00000E+00  0.124E+00
   51  0.237E+01  0.24067E-02  0.994E+00 -0.42291E+00 -0.00000E+00  0.122E+00
   52  0.242E+01  0.18834E-02  0.996E+00 -0.41445E+00 -0.00000E+00  0.119E+00
   53  0.247E+01  0.14220E-02  0.998E+00 -0.40627E+00 -0.00000E+00  0.117E+00
   54  0.252E+01  0.10212E-02  0.999E+00 -0.39838E+00 -0.00000E+00  0.115E+00
   55  0.257E+01  0.68039E-03  0.999E+00 -0.39076E+00 -0.00000E+00  0.112E+00
   56  0.262E+01  0.39996E-03  0.100E+01 -0.38342E+00 -0.00000E+00  0.110E+00
   57  0.266E+01  0.18241E-03  0.100E+01 -0.37634E+00 -0.00000E+00  0.109E+00
   58  0.271E+01  0.36323E-04  0.100E+01 -0.36952E+00 -0.00000E+00  0.107E+00
   59  0.276E+01  0.00000E+00  0.100E+01 -0.36295E+00 -0.00000E+00  0.105E+00
   60  0.281E+01  0.00000E+00  0.100E+01 -0.35660E+00 -0.00000E+00  0.103E+00
   61  0.286E+01  0.00000E+00  0.100E+01 -0.35048E+00 -0.00000E+00  0.102E+00
   62  0.291E+01  0.00000E+00  0.100E+01 -0.34457E+00 -0.00000E+00  0.101E+00
   63  0.295E+01  0.00000E+00  0.100E+01 -0.33885E+00 -0.00000E+00  0.991E-01
   64  0.300E+01  0.00000E+00  0.100E+01 -0.33333E+00 -0.00000E+00  0.978E-01
   65  0.305E+01  0.00000E+00  0.100E+01 -0.32798E+00 -0.00000E+00  0.966E-01
   66  0.310E+01  0.00000E+00  0.100E+01 -0.32280E+00 -0.00000E+00  0.954E-01
   67  0.315E+01  0.00000E+00  0.100E+01 -0.31779E+00 -0.00000E+00  0.942E-01
   68  0.320E+01  0.00000E+00  0.100E+01 -0.31293E+00 -0.00000E+00  0.931E-01
   69  0.324E+01  0.00000E+00  0.100E+01 -0.30822E+00 -0.00000E+00  0.921E-01
   70  0.329E+01  0.00000E+00  0.100E+01 -0.30365E+00 -0.00000E+00  0.911E-01
   71  0.334E+01  0.00000E+00  0.100E+01 -0.29922E+00 -0.00000E+00  0.901E-01
   72  0.339E+01  0.00000E+00  0.100E+01 -0.29491E+00 -0.00000E+00  0.892E-01
   73  0.344E+01  0.00000E+00  0.100E+01 -0.29073E+00 -0.00000E+00  0.883E-01
   74  0.349E+01  0.00000E+00  0.100E+01 -0.28666E+00 -0.00000E+00  0.875E-01
   75  0.354E+01  0.00000E+00  0.100E+01 -0.28271E+00 -0.00000E+00  0.867E-01
   76  0.358E+01  0.00000E+00  0.100E+01 -0.27886E+00 -0.00000E+00  0.859E-01
   77  0.363E+01  0.00000E+00  0.100E+01 -0.27512E+00 -0.00000E+00  0.851E-01
   78  0.368E+01  0.00000E+00  0.100E+01 -0.27148E+00 -0.00000E+00  0.844E-01
   79  0.373E+01  0.00000E+00  0.100E+01 -0.26794E+00 -0.00000E+00  0.837E-01
   80  0.378E+01  0.00000E+00  0.100E+01 -0.26449E+00 -0.00000E+00  0.831E-01
   81  0.383E+01  0.00000E+00  0.100E+01 -0.26112E+00 -0.00000E+00  0.824E-01
   82  0.387E+01  0.00000E+00  0.100E+01 -0.25784E+00 -0.00000E+00  0.818E-01
   83  0.392E+01  0.00000E+00  0.100E+01 -0.25465E+00 -0.00000E+00  0.812E-01
   84  0.397E+01  0.00000E+00  0.100E+01 -0.25153E+00 -0.00000E+00  0.807E-01
   85  0.402E+01  0.00000E+00  0.100E+01 -0.24849E+00 -0.00000E+00  0.801E-01
   86  0.407E+01  0.00000E+00  0.100E+01 -0.24552E+00 -0.00000E+00  0.796E-01
   87  0.412E+01  0.00000E+00  0.100E+01 -0.24262E+00 -0.00000E+00  0.791E-01
   88  0.416E+01  0.00000E+00  0.100E+01 -0.23979E+00 -0.00000E+00  0.786E-01
   89  0.421E+01  0.00000E+00  0.100E+01 -0.23702E+00 -0.00000E+00  0.781E-01
   90  0.426E+01  0.00000E+00  0.100E+01 -0.23432E+00 -0.00000E+00  0.776E-01
   91  0.431E+01  0.00000E+00  0.100E+01 -0.23168E+00 -0.00000E+00  0.772E-01
   92  0.436E+01  0.00000E+00  0.100E+01 -0.22910E+00 -0.00000E+00  0.767E-01
   93  0.441E+01  0.00000E+00  0.100E+01 -0.22657E+00 -0.00000E+00  0.763E-01
   94  0.446E+01  0.00000E+00  0.100E+01 -0.22410E+00 -0.00000E+00  0.759E-01
   95  0.450E+01  0.00000E+00  0.100E+01 -0.22169E+00 -0.00000E+00  0.755E-01
   96  0.455E+01  0.00000E+00  0.100E+01 -0.21932E+00 -0.00000E+00  0.751E-01
   97  0.460E+01  0.00000E+00  0.100E+01 -0.21701E+00 -0.00000E+00  0.748E-01
   98  0.465E+01  0.00000E+00  0.100E+01 -0.21474E+00 -0.00000E+00  0.744E-01
   99  0.470E+01  0.00000E+00  0.100E+01 -0.21252E+00 -0.00000E+00  0.741E-01
  100  0.475E+01  0.00000E+00  0.100E+01 -0.21035E+00 -0.00000E+00  0.737E-01
  101  0.479E+01  0.00000E+00  0.100E+01 -0.20822E+00 -0.00000E+00  0.734E-01
  102  0.484E+01  0.00000E+00  0.100E+01 -0.20614E+00 -0.00000E+00  0.731E-01
  103  0.489E+01  0.00000E+00  0.100E+01 -0.20409E+00 -0.00000E+00  0.728E-01
  104  0.494E+01  0.00000E+00  0.100E+01 -0.20209E+00 -0.00000E+00  0.725E-01
  105  0.499E+01  0.00000E+00  0.100E+01 -0.20012E+00 -0.00000E+00  0.722E-01
  106  0.504E+01  0.00000E+00  0.100E+01 -0.19820E+00 -0.00000E+00  0.719E-01
  107  0.508E+01  0.00000E+00  0.100E+01 -0.19631E+00 -0.00000E+00  0.716E-01
  108  0.513E+01  0.00000E+00  0.100E+01 -0.19445E+00 -0.00000E+00  0.714E-01
  109  0.518E+01  0.00000E+00  0.100E+01 -0.19263E+00 -0.00000E+00  0.711E-01
  110  0.523E+01  0.00000E+00  0.100E+01 -0.19085E+00 -0.00000E+00  0.709E-01
  111  0.528E+01  0.00000E+00  0.100E+01 -0.18909E+00 -0.00000E+00  0.706E-01
  112  0.533E+01  0.00000E+00  0.100E+01 -0.18737E+00 -0.00000E+00  0.704E-01
  113  0.538E+01  0.00000E+00  0.100E+01 -0.18568E+00 -0.00000E+00  0.702E-01
  114  0.542E+01  0.00000E+00  0.100E+01 -0.18402E+00 -0.00000E+00  0.699E-01
  115  0.547E+01  0.00000E+00  0.100E+01 -0.18239E+00 -0.00000E+00  0.697E-01
  116  0.552E+01  0.00000E+00  0.100E+01 -0.18079E+00 -0.00000E+00  0.695E-01
  117  0.557E+01  0.00000E+00  0.100E+01 -0.17922E+00 -0.00000E+00  0.693E-01
  118  0.562E+01  0.00000E+00  0.100E+01 -0.17767E+00 -0.00000E+00  0.691E-01
  119  0.567E+01  0.00000E+00  0.100E+01 -0.17615E+00 -0.00000E+00  0.689E-01
  120  0.571E+01  0.00000E+00  0.100E+01 -0.17466E+00 -0.00000E+00  0.687E-01
  121  0.576E+01  0.00000E+00  0.100E+01 -0.17319E+00 -0.00000E+00  0.685E-01
  122  0.581E+01  0.00000E+00  0.100E+01 -0.17175E+00 -0.00000E+00  0.683E-01
  123  0.586E+01  0.00000E+00  0.100E+01 -0.17033E+00 -0.00000E+00  0.681E-01
  124  0.591E+01  0.00000E+00  0.100E+01 -0.16893E+00 -0.00000E+00  0.680E-01
  125  0.596E+01  0.00000E+00  0.100E+01 -0.16756E+00 -0.00000E+00  0.678E-01
  126  0.601E+01  0.00000E+00  0.100E+01 -0.16621E+00 -0.00000E+00  0.676E-01
  127  0.605E+01  0.00000E+00  0.100E+01 -0.16488E+00 -0.00000E+00  0.675E-01
  128  0.610E+01  0.00000E+00  0.100E+01 -0.16357E+00 -0.00000E+00  0.673E-01
  129  0.615E+01  0.00000E+00  0.100E+01 -0.16228E+00 -0.00000E+00  0.672E-01
  130  0.620E+01  0.00000E+00  0.100E+01 -0.16101E+00 -0.00000E+00  0.670E-01
  131  0.625E+01  0.00000E+00  0.100E+01 -0.15976E+00 -0.00000E+00  0.669E-01
  132  0.630E+01  0.00000E+00  0.100E+01 -0.15853E+00 -0.00000E+00  0.667E-01
  133  0.634E+01  0.00000E+00  0.100E+01 -0.15732E+00 -0.00000E+00  0.666E-01
  134  0.639E+01  0.00000E+00  0.100E+01 -0.15613E+00 -0.00000E+00  0.664E-01
  135  0.644E+01  0.00000E+00  0.100E+01 -0.15496E+00 -0.00000E+00  0.663E-01
  136  0.649E+01  0.00000E+00  0.100E+01 -0.15380E+00 -0.00000E+00  0.662E-01
  137  0.654E+01  0.00000E+00  0.100E+01 -0.15266E+00 -0.00000E+00  0.660E-01
  138  0.659E+01  0.00000E+00  0.100E+01 -0.15154E+00 -0.00000E+00  0.659E-01
  139  0.663E+01  0.00000E+00  0.100E+01 -0.15043E+00 -0.00000E+00  0.658E-01
  140  0.668E+01  0.00000E+00  0.100E+01 -0.14934E+00 -0.00000E+00  0.657E-01
  141  0.673E+01  0.00000E+00  0.100E+01 -0.14827E+00 -0.00000E+00  0.656E-01
  142  0.678E+01  0.00000E+00  0.100E+01 -0.14721E+00 -0.00000E+00  0.654E-01
  143  0.683E+01  0.00000E+00  0.100E+01 -0.14617E+00 -0.00000E+00  0.653E-01
  144  0.688E+01  0.00000E+00  0.100E+01 -0.14514E+00 -0.00000E+00  0.652E-01
  145  0.693E+01  0.00000E+00  0.100E+01 -0.14412E+00 -0.00000E+00  0.651E-01
  146  0.697E+01  0.00000E+00  0.100E+01 -0.14312E+00 -0.00000E+00  0.650E-01
  147  0.702E+01  0.00000E+00  0.100E+01 -0.14214E+00 -0.00000E+00  0.649E-01
  148  0.707E+01  0.00000E+00  0.100E+01 -0.14116E+00 -0.00000E+00  0.648E-01
  149  0.712E+01  0.00000E+00  0.100E+01 -0.14020E+00 -0.00000E+00  0.647E-01
  150  0.717E+01  0.00000E+00  0.100E+01 -0.13926E+00 -0.00000E+00  0.646E-01
  151  0.722E+01  0.00000E+00  0.100E+01 -0.13832E+00 -0.00000E+00  0.645E-01
  152  0.726E+01  0.00000E+00  0.100E+01 -0.13740E+00 -0.00000E+00  0.644E-01
  153  0.731E+01  0.00000E+00  0.100E+01 -0.13649E+00 -0.00000E+00  0.643E-01
  154  0.736E+01  0.00000E+00  0.100E+01 -0.13559E+00 -0.00000E+00  0.642E-01
  155  0.741E+01  0.00000E+00  0.100E+01 -0.13471E+00 -0.00000E+00  0.641E-01
  156  0.746E+01  0.00000E+00  0.100E+01 -0.13383E+00 -0.00000E+00  0.641E-01
  157  0.751E+01  0.00000E+00  0.100E+01 -0.13297E+00 -0.00000E+00  0.640E-01
  158  0.755E+01  0.00000E+00  0.100E+01 -0.13212E+00 -0.00000E+00  0.639E-01
  159  0.760E+01  0.00000E+00  0.100E+01 -0.13128E+00 -0.00000E+00  0.638E-01
  160  0.765E+01  0.00000E+00  0.100E+01 -0.13045E+00 -0.00000E+00  0.637E-01
  161  0.770E+01  0.00000E+00  0.100E+01 -0.12963E+00 -0.00000E+00  0.637E-01
  162  0.775E+01  0.00000E+00  0.100E+01 -0.12882E+00 -0.00000E+00  0.636E-01
  163  0.780E+01  0.00000E+00  0.100E+01 -0.12802E+00 -0.00000E+00  0.635E-01
  164  0.785E+01  0.00000E+00  0.100E+01 -0.12723E+00 -0.00000E+00  0.634E-01
  165  0.789E+01  0.00000E+00  0.100E+01 -0.12645E+00 -0.00000E+00  0.633E-01
  166  0.794E+01  0.00000E+00  0.100E+01 -0.12568E+00 -0.00000E+00  0.633E-01
  167  0.799E+01  0.00000E+00  0.100E+01 -0.12492E+00 -0.00000E+00  0.632E-01
  168  0.804E+01  0.00000E+00  0.100E+01 -0.12416E+00 -0.00000E+00  0.631E-01
  169  0.809E+01  0.00000E+00  0.100E+01 -0.12342E+00 -0.00000E+00  0.631E-01
  170  0.814E+01  0.00000E+00  0.100E+01 -0.12269E+00 -0.00000E+00  0.630E-01
  171  0.818E+01  0.00000E+00  0.100E+01 -0.12196E+00 -0.00000E+00  0.629E-01
  172  0.823E+01  0.00000E+00  0.100E+01 -0.12124E+00 -0.00000E+00  0.629E-01
  173  0.828E+01  0.00000E+00  0.100E+01 -0.12054E+00 -0.00000E+00  0.628E-01
  174  0.833E+01  0.00000E+00  0.100E+01 -0.11984E+00 -0.00000E+00  0.627E-01
  175  0.838E+01  0.00000E+00  0.100E+01 -0.11914E+00 -0.00000E+00  0.627E-01
  176  0.843E+01  0.00000E+00  0.100E+01 -0.11846E+00 -0.00000E+00  0.626E-01
  177  0.847E+01  0.00000E+00  0.100E+01 -0.11778E+00 -0.00000E+00  0.626E-01
  178  0.852E+01  0.00000E+00  0.100E+01 -0.11711E+00 -0.00000E+00  0.625E-01
  179  0.857E+01  0.00000E+00  0.100E+01 -0.11645E+00 -0.00000E+00  0.625E-01
  180  0.862E+01  0.00000E+00  0.100E+01 -0.11580E+00 -0.00000E+00  0.624E-01
  181  0.867E+01  0.00000E+00  0.100E+01 -0.11515E+00 -0.00000E+00  0.623E-01
  182  0.872E+01  0.00000E+00  0.100E+01 -0.11451E+00 -0.00000E+00  0.623E-01
  183  0.877E+01  0.00000E+00  0.100E+01 -0.11388E+00 -0.00000E+00  0.622E-01
  184  0.881E+01  0.00000E+00  0.100E+01 -0.11326E+00 -0.00000E+00  0.622E-01
  185  0.886E+01  0.00000E+00  0.100E+01 -0.11264E+00 -0.00000E+00  0.621E-01
  186  0.891E+01  0.00000E+00  0.100E+01 -0.11203E+00 -0.00000E+00  0.621E-01
  187  0.896E+01  0.00000E+00  0.100E+01 -0.11142E+00 -0.00000E+00  0.620E-01
  188  0.901E+01  0.00000E+00  0.100E+01 -0.11082E+00 -0.00000E+00  0.620E-01
  189  0.906E+01  0.00000E+00  0.100E+01 -0.11023E+00 -0.00000E+00  0.619E-01
  190  0.910E+01  0.00000E+00  0.100E+01 -0.10964E+00 -0.00000E+00  0.619E-01
  191  0.915E+01  0.00000E+00  0.100E+01 -0.10906E+00 -0.00000E+00  0.618E-01
  192  0.920E+01  0.00000E+00  0.100E+01 -0.10849E+00 -0.00000E+00  0.618E-01
  193  0.925E+01  0.00000E+00  0.100E+01 -0.10792E+00 -0.00000E+00  0.617E-01
  194  0.930E+01  0.00000E+00  0.100E+01 -0.10736E+00 -0.00000E+00  0.617E-01
  195  0.935E+01  0.00000E+00  0.100E+01 -0.10681E+00 -0.00000E+00  0.617E-01
  196  0.940E+01  0.00000E+00  0.100E+01 -0.10626E+00 -0.00000E+00  0.616E-01
  197  0.944E+01  0.00000E+00  0.100E+01 -0.10571E+00 -0.00000E+00  0.616E-01
  198  0.949E+01  0.00000E+00  0.100E+01 -0.10517E+00 -0.00000E+00  0.615E-01
  199  0.954E+01  0.00000E+00  0.100E+01 -0.10464E+00 -0.00000E+00  0.615E-01
  200  0.959E+01  0.00000E+00  0.100E+01 -0.10411E+00 -0.00000E+00  0.614E-01
  201  0.964E+01  0.00000E+00  0.100E+01 -0.10359E+00 -0.00000E+00  0.614E-01
  202  0.969E+01  0.00000E+00  0.100E+01 -0.10307E+00 -0.00000E+00  0.614E-01
  203  0.973E+01  0.00000E+00  0.100E+01 -0.10256E+00 -0.00000E+00  0.613E-01
  204  0.978E+01  0.00000E+00  0.100E+01 -0.10205E+00 -0.00000E+00  0.613E-01
  205  0.983E+01  0.00000E+00  0.100E+01 -0.10155E+00 -0.00000E+00  0.612E-01
  206  0.988E+01  0.00000E+00  0.100E+01 -0.10105E+00 -0.00000E+00  0.612E-01
  207  0.993E+01  0.00000E+00  0.100E+01 -0.10056E+00 -0.00000E+00  0.612E-01
  208  0.998E+01  0.00000E+00  0.100E+01 -0.10007E+00 -0.00000E+00  0.611E-01
  209  0.100E+02  0.00000E+00  0.100E+01 -0.99589E-01 -0.00000E+00  0.611E-01
  210  0.101E+02  0.00000E+00  0.100E+01 -0.99110E-01 -0.00000E+00  0.611E-01
  211  0.101E+02  0.00000E+00  0.100E+01 -0.98637E-01 -0.00000E+00  0.610E-01
  212  0.102E+02  0.00000E+00  0.100E+01 -0.98167E-01 -0.00000E+00  0.610E-01
  213  0.102E+02  0.00000E+00  0.100E+01 -0.97703E-01 -0.00000E+00  0.610E-01
  214  0.103E+02  0.00000E+00  0.100E+01 -0.97242E-01 -0.00000E+00  0.609E-01
  215  0.103E+02  0.00000E+00  0.100E+01 -0.96786E-01 -0.00000E+00  0.609E-01
  216  0.104E+02  0.00000E+00  0.100E+01 -0.96334E-01 -0.00000E+00  0.609E-01
  217  0.104E+02  0.00000E+00  0.100E+01 -0.95886E-01 -0.00000E+00  0.608E-01
  218  0.105E+02  0.00000E+00  0.100E+01 -0.95443E-01 -0.00000E+00  0.608E-01
  219  0.105E+02  0.00000E+00  0.100E+01 -0.95004E-01 -0.00000E+00  0.608E-01
  220  0.106E+02  0.00000E+00  0.100E+01 -0.94568E-01 -0.00000E+00  0.607E-01
  221  0.106E+02  0.00000E+00  0.100E+01 -0.94137E-01 -0.00000E+00  0.607E-01
  222  0.107E+02  0.00000E+00  0.100E+01 -0.93709E-01 -0.00000E+00  0.607E-01
  223  0.107E+02  0.00000E+00  0.100E+01 -0.93286E-01 -0.00000E+00  0.607E-01
  224  0.108E+02  0.00000E+00  0.100E+01 -0.92866E-01 -0.00000E+00  0.606E-01
  225  0.108E+02  0.00000E+00  0.100E+01 -0.92450E-01 -0.00000E+00  0.606E-01
  226  0.108E+02  0.00000E+00  0.100E+01 -0.92037E-01 -0.00000E+00  0.606E-01
  227  0.109E+02  0.00000E+00  0.100E+01 -0.91629E-01 -0.00000E+00  0.605E-01
  228  0.109E+02  0.00000E+00  0.100E+01 -0.91224E-01 -0.00000E+00  0.605E-01
  229  0.110E+02  0.00000E+00  0.100E+01 -0.90822E-01 -0.00000E+00  0.605E-01
  230  0.110E+02  0.00000E+00  0.100E+01 -0.90424E-01 -0.00000E+00  0.605E-01
  231  0.111E+02  0.00000E+00  0.100E+01 -0.90030E-01 -0.00000E+00  0.604E-01
  232  0.111E+02  0.00000E+00  0.100E+01 -0.89639E-01 -0.00000E+00  0.604E-01
  233  0.112E+02  0.00000E+00  0.100E+01 -0.89251E-01 -0.00000E+00  0.604E-01
  234  0.112E+02  0.00000E+00  0.100E+01 -0.88867E-01 -0.00000E+00  0.604E-01
  235  0.113E+02  0.00000E+00  0.100E+01 -0.88486E-01 -0.00000E+00  0.603E-01
  236  0.113E+02  0.00000E+00  0.100E+01 -0.88108E-01 -0.00000E+00  0.603E-01
  237  0.114E+02  0.00000E+00  0.100E+01 -0.87733E-01 -0.00000E+00  0.603E-01
  238  0.114E+02  0.00000E+00  0.100E+01 -0.87362E-01 -0.00000E+00  0.603E-01
  239  0.115E+02  0.00000E+00  0.100E+01 -0.86994E-01 -0.00000E+00  0.602E-01
  240  0.115E+02  0.00000E+00  0.100E+01 -0.86628E-01 -0.00000E+00  0.602E-01
  241  0.116E+02  0.00000E+00  0.100E+01 -0.86266E-01 -0.00000E+00  0.602E-01
  242  0.116E+02  0.00000E+00  0.100E+01 -0.85907E-01 -0.00000E+00  0.602E-01
